"Food Scarcity, Household Pulse Survey",,,,,,,
Adults in households where there was either sometimes or often not enough to eat in the last 7 days,,,,,,,
,,Total Food Scarcity,,Percent Food Scarcity,,,
Wisconsin,"9 - June 25-30, 2020","356,825","120,123",8.1,2.7,"4,382,340","4,438,719"
Wyoming,"9 - June 25-30, 2020","43,674","14,161",10.3,3.4,"425,849","433,400"
Alabama,"8 - June 18-23, 2020","446,774","111,005",12.2,3,"3,650,767","3,717,378"
Alaska,"8 - June 18-23, 2020","40,157","9,020",7.8,1.8,"514,713","524,925"
Arizona,"8 - June 18-23, 2020","448,943","99,933",8.2,1.8,"5,497,564","5,597,268"
Arkansas,"8 - June 18-23, 2020","241,664","58,647",10.8,2.6,"2,229,181","2,246,527"
California,"8 - June 18-23, 2020","2,889,539","517,427",9.9,1.8,"29,154,506","29,939,021"
Colorado,"8 - June 18-23, 2020","242,413","82,723",5.5,1.9,"4,394,950","4,454,718"
Connecticut,"8 - June 18-23, 2020","272,677","61,698",10.2,2.3,"2,669,302","2,732,423"
Delaware,"8 - June 18-23, 2020","43,567","13,464",6.2,1.9,"704,262","754,637"
District of Columbia,"8 - June 18-23, 2020","53,075","15,800",10,3,"528,457","542,635"
Florida,"8 - June 18-23, 2020","1,938,190","349,097",11.6,2.1,"16,639,368","17,085,385"
Georgia,"8 - June 18-23, 2020","877,885","198,735",11.2,2.5,"7,813,929","7,955,983"
Hawaii,"8 - June 18-23, 2020","86,652","26,900",8.2,2.6,"1,051,558","1,073,229"
Idaho,"8 - June 18-23, 2020","63,944","19,237",4.8,1.5,"1,324,420","1,343,198"
Illinois,"8 - June 18-23, 2020","777,867","184,230",8.3,2,"9,400,745","9,546,424"
Indiana,"8 - June 18-23, 2020","571,500","141,054",11.6,2.8,"4,937,466","5,015,550"
Iowa,"8 - June 18-23, 2020","185,037","61,063",8,2.7,"2,301,073","2,342,905"
Kansas,"8 - June 18-23, 2020","163,793","45,554",7.8,2.2,"2,089,595","2,140,957"
Kentucky,"8 - June 18-23, 2020","339,091","113,766",10.4,3.5,"3,259,655","3,344,102"
Louisiana,"8 - June 18-23, 2020","452,970","92,287",13.6,2.8,"3,340,464","3,431,432"
Maine,"8 - June 18-23, 2020","62,933","22,199",6,2.1,"1,054,462","1,065,620"
Maryland,"8 - June 18-23, 2020","424,512","87,342",9.4,1.9,"4,508,662","4,586,920"
Massachusetts,"8 - June 18-23, 2020","322,833","76,797",6.1,1.5,"5,251,502","5,324,065"
Michigan,"8 - June 18-23, 2020","722,314","168,762",9.7,2.2,"7,459,215","7,644,458"
Minnesota,"8 - June 18-23, 2020","213,372","61,959",5.2,1.5,"4,136,228","4,241,624"
Mississippi,"8 - June 18-23, 2020","273,529","63,671",12.7,3,"2,146,133","2,189,670"
Missouri,"8 - June 18-23, 2020","272,718","70,311",6,1.5,"4,578,214","4,617,880"
Montana,"8 - June 18-23, 2020","75,497","19,325",9.3,2.4,"811,674","822,204"
Nebraska,"8 - June 18-23, 2020","120,911","25,489",8.7,1.8,"1,390,677","1,418,191"
Nevada,"8 - June 18-23, 2020","359,289","76,566",15.5,3.3,"2,317,767","2,399,457"
New Hampshire,"8 - June 18-23, 2020","73,949","31,991",7,3,"1,058,161","1,073,014"
New Jersey,"8 - June 18-23, 2020","667,190","140,617",10.1,2.1,"6,601,631","6,776,822"
New Mexico,"8 - June 18-23, 2020","158,934","40,213",10.2,2.6,"1,554,689","1,589,574"
New York,"8 - June 18-23, 2020","1,695,725","337,203",11.8,2.3,"14,405,228","14,847,080"
North Carolina,"8 - June 18-23, 2020","882,979","188,463",11.4,2.5,"7,726,964","8,017,566"
North Dakota,"8 - June 18-23, 2020","55,000","20,221",9.9,3.6,"556,294","561,016"
Ohio,"8 - June 18-23, 2020","892,638","272,515",10.4,3.1,"8,614,323","8,822,539"
Oklahoma,"8 - June 18-23, 2020","356,548","74,006",12.4,2.6,"2,882,925","2,916,436"
Oregon,"8 - June 18-23, 2020","305,798","80,356",9.4,2.5,"3,261,362","3,302,727"
Pennsylvania,"8 - June 18-23, 2020","912,898","177,302",9.5,1.9,"9,577,268","9,776,154"
Rhode Island,"8 - June 18-23, 2020","60,787","21,225",7.7,2.6,"794,453","817,559"
South Carolina,"8 - June 18-23, 2020","345,601","99,485",8.8,2.6,"3,909,306","3,969,123"
South Dakota,"8 - June 18-23, 2020","45,708","12,177",7.4,1.9,"616,662","642,658"
Tennessee,"8 - June 18-23, 2020","464,717","135,188",9.1,2.6,"5,129,202","5,221,475"
Texas,"8 - June 18-23, 2020","2,373,722","376,367",11.4,1.8,"20,887,249","21,356,906"
Utah,"8 - June 18-23, 2020","123,412","35,193",5.5,1.6,"2,247,270","2,281,207"
Vermont,"8 - June 18-23, 2020","28,992","15,001",6,3.1,"482,246","485,485"
Virginia,"8 - June 18-23, 2020","451,755","114,703",7.1,1.8,"6,359,432","6,472,737"
Washington,"8 - June 18-23, 2020","425,278","108,812",7.3,1.9,"5,792,419","5,890,357"
West Virginia,"8 - June 18-23, 2020","103,532","33,098",7.7,2.5,"1,343,937","1,379,576"
Wisconsin,"8 - June 18-23, 2020","244,321","70,589",5.6,1.6,"4,375,303","4,438,719"
Wyoming,"8 - June 18-23, 2020","25,194","8,460",5.9,2,"428,121","433,400"
Alabama,"7 - June 11-16, 2020","543,239","151,004",15.1,4.2,"3,595,608","3,717,378"
Alaska,"7 - June 11-16, 2020","46,178","13,121",8.9,2.5,"520,992","524,925"
Arizona,"7 - June 11-16, 2020","406,326","117,782",7.4,2.1,"5,463,350","5,597,268"
Arkansas,"7 - June 11-16, 2020","259,346","78,007",11.7,3.5,"2,217,373","2,246,527"
California,"7 - June 11-16, 2020","3,496,979","577,562",11.9,2,"29,328,649","29,939,021"
Colorado,"7 - June 11-16, 2020","293,303","108,285",6.6,2.4,"4,430,899","4,454,718"
Connecticut,"7 - June 11-16, 2020","270,261","69,841",10.3,2.7,"2,617,910","2,732,423"
Delaware,"7 - June 11-16, 2020","55,233","19,469",7.5,2.6,"739,486","754,637"
District of Columbia,"7 - June 11-16, 2020","47,730","17,270",8.9,3.2,"537,542","542,635"
Florida,"7 - June 11-16, 2020","2,101,413","407,541",12.6,2.5,"16,663,194","17,085,385"
Georgia,"7 - June 11-16, 2020","874,154","240,651",11.2,3.1,"7,805,093","7,955,983"
Hawaii,"7 - June 11-16, 2020","67,728","22,154",6.5,2.1,"1,041,183","1,073,229"
Idaho,"7 - June 11-16, 2020","75,573","28,998",5.7,2.2,"1,324,610","1,343,198"
Illinois,"7 - June 11-16, 2020","903,174","197,403",9.6,2.1,"9,380,567","9,546,424"
Indiana,"7 - June 11-16, 2020","404,300","116,135",8.2,2.4,"4,921,815","5,015,550"
Iowa,"7 - June 11-16, 2020","154,463","62,796",6.7,2.7,"2,315,988","2,342,905"
Kansas,"7 - June 11-16, 2020","199,014","48,329",9.4,2.3,"2,121,291","2,140,957"
Kentucky,"7 - June 11-16, 2020","433,774","109,821",13.3,3.3,"3,264,262","3,344,102"
Louisiana,"7 - June 11-16, 2020","272,644","79,761",8.3,2.4,"3,285,808","3,431,432"
Maine,"7 - June 11-16, 2020","81,478","25,465",7.7,2.4,"1,058,199","1,065,620"
Maryland,"7 - June 11-16, 2020","632,271","141,437",14,3.1,"4,522,776","4,586,920"
Massachusetts,"7 - June 11-16, 2020","252,373","92,270",4.8,1.8,"5,213,681","5,324,065"
Michigan,"7 - June 11-16, 2020","947,014","212,671",12.9,2.8,"7,351,305","7,644,458"
Minnesota,"7 - June 11-16, 2020","174,452","59,840",4.2,1.4,"4,165,279","4,241,624"
Mississippi,"7 - June 11-16, 2020","356,820","77,480",16.7,3.6,"2,137,254","2,189,670"
Missouri,"7 - June 11-16, 2020","517,046","114,526",11.5,2.6,"4,485,019","4,617,880"
Montana,"7 - June 11-16, 2020","65,676","23,386",8.1,2.9,"812,338","822,204"
Nebraska,"7 - June 11-16, 2020","132,954","45,679",9.6,3.3,"1,389,592","1,418,191"
Nevada,"7 - June 11-16, 2020","213,536","59,579",9.3,2.5,"2,288,567","2,399,457"
New Hampshire,"7 - June 11-16, 2020","77,844","37,066",7.3,3.5,"1,062,634","1,073,014"
New Jersey,"7 - June 11-16, 2020","435,282","135,340",6.5,2,"6,679,273","6,776,822"
New Mexico,"7 - June 11-16, 2020","106,121","40,440",6.7,2.6,"1,578,476","1,589,574"
New York,"7 - June 11-16, 2020","1,413,420","449,600",9.8,3.1,"14,366,664","14,847,080"
North Carolina,"7 - June 11-16, 2020","803,583","195,209",10.2,2.5,"7,897,152","8,017,566"
North Dakota,"7 - June 11-16, 2020","55,256","24,439",10,4.4,"553,710","561,016"
Ohio,"7 - June 11-16, 2020","631,068","186,385",7.5,2.2,"8,366,127","8,822,539"
Oklahoma,"7 - June 11-16, 2020","364,139","92,501",12.8,3.3,"2,851,398","2,916,436"
Oregon,"7 - June 11-16, 2020","230,009","55,620",7,1.7,"3,274,584","3,302,727"
Pennsylvania,"7 - June 11-16, 2020","652,575","219,977",6.9,2.3,"9,461,928","9,776,154"
Rhode Island,"7 - June 11-16, 2020","50,346","16,545",6.3,2.1,"805,323","817,559"
South Carolina,"7 - June 11-16, 2020","449,722","123,883",11.6,3.2,"3,889,483","3,969,123"
South Dakota,"7 - June 11-16, 2020","84,650","37,346",13.5,5.9,"627,763","642,658"
Tennessee,"7 - June 11-16, 2020","570,797","170,491",11.1,3.3,"5,153,244","5,221,475"
Texas,"7 - June 11-16, 2020","2,842,738","393,648",13.8,1.9,"20,661,848","21,356,906"
Utah,"7 - June 11-16, 2020","91,869","34,080",4.1,1.5,"2,258,891","2,281,207"
Vermont,"7 - June 11-16, 2020","38,589","16,298",8.1,3.4,"477,364","485,485"
Virginia,"7 - June 11-16, 2020","559,986","139,182",8.8,2.2,"6,371,408","6,472,737"
Washington,"7 - June 11-16, 2020","290,947","117,577",5,2,"5,795,029","5,890,357"
West Virginia,"7 - June 11-16, 2020","106,620","38,168",7.8,2.8,"1,369,178","1,379,576"
Wisconsin,"7 - June 11-16, 2020","321,822","81,843",7.3,1.9,"4,399,375","4,438,719"
Wyoming,"7 - June 11-16, 2020","36,880","15,201",8.7,3.5,"426,220","433,400"
Alabama,"6 - June 4-9, 2020","503,804","107,506",13.9,2.9,"3,624,865","3,717,378"
Alaska,"6 - June 4-9, 2020","27,317","9,039",5.3,1.8,"517,701","524,925"
Arizona,"6 - June 4-9, 2020","495,741","123,071",9.1,2.2,"5,440,909","5,597,268"
Arkansas,"6 - June 4-9, 2020","324,442","61,879",14.9,2.9,"2,182,187","2,246,527"
California,"6 - June 4-9, 2020","2,859,037","442,969",9.8,1.5,"29,164,262","29,939,021"
Colorado,"6 - June 4-9, 2020","270,625","109,306",6.3,2.5,"4,314,570","4,454,718"
Connecticut,"6 - June 4-9, 2020","269,616","79,915",10.2,3,"2,647,397","2,732,423"
Delaware,"6 - June 4-9, 2020","81,165","23,031",11.1,3.2,"732,841","754,637"
District of Columbia,"6 - June 4-9, 2020","37,161","13,321",7,2.5,"534,671","542,635"
Florida,"6 - June 4-9, 2020","1,770,199","278,596",10.7,1.7,"16,545,786","17,085,385"
Georgia,"6 - June 4-9, 2020","938,587","172,246",12,2.2,"7,833,040","7,955,983"
Hawaii,"6 - June 4-9, 2020","74,069","23,997",7.3,2.4,"1,019,245","1,073,229"
Idaho,"6 - June 4-9, 2020","106,304","33,262",8.2,2.5,"1,299,103","1,343,198"
Illinois,"6 - June 4-9, 2020","927,752","184,426",10.1,2,"9,145,477","9,546,424"
Indiana,"6 - June 4-9, 2020","488,567","93,368",10,1.9,"4,863,164","5,015,550"
Iowa,"6 - June 4-9, 2020","124,425","38,911",5.5,1.7,"2,279,752","2,342,905"
Kansas,"6 - June 4-9, 2020","208,832","52,173",10,2.5,"2,097,774","2,140,957"
Kentucky,"6 - June 4-9, 2020","385,818","87,699",11.8,2.7,"3,265,470","3,344,102"
Louisiana,"6 - June 4-9, 2020","525,684","89,145",15.6,2.6,"3,372,497","3,431,432"
Maine,"6 - June 4-9, 2020","73,620","24,314",7,2.3,"1,049,366","1,065,620"
Maryland,"6 - June 4-9, 2020","397,756","106,957",8.9,2.4,"4,453,736","4,586,920"
Massachusetts,"6 - June 4-9, 2020","341,435","86,775",6.6,1.6,"5,183,823","5,324,065"
Michigan,"6 - June 4-9, 2020","678,965","191,629",9.3,2.6,"7,307,897","7,644,458"
Minnesota,"6 - June 4-9, 2020","155,317","62,871",3.8,1.5,"4,112,861","4,241,624"
Mississippi,"6 - June 4-9, 2020","445,945","85,844",21,4.1,"2,127,193","2,189,670"
Missouri,"6 - June 4-9, 2020","470,470","161,513",10.6,3.6,"4,447,235","4,617,880"
Montana,"6 - June 4-9, 2020","55,786","13,461",7.1,1.8,"785,765","822,204"
Nebraska,"6 - June 4-9, 2020","104,928","28,724",7.5,2,"1,404,968","1,418,191"
Nevada,"6 - June 4-9, 2020","306,378","76,443",13,3.2,"2,362,062","2,399,457"
New Hampshire,"6 - June 4-9, 2020","62,485","26,836",6,2.6,"1,044,330","1,073,014"
New Jersey,"6 - June 4-9, 2020","719,199","188,590",11,2.9,"6,549,494","6,776,822"
New Mexico,"6 - June 4-9, 2020","194,361","66,293",12.5,4.3,"1,556,743","1,589,574"
New York,"6 - June 4-9, 2020","1,440,807","350,193",10.2,2.5,"14,190,838","14,847,080"
North Carolina,"6 - June 4-9, 2020","889,994","247,967",11.4,3.1,"7,812,581","8,017,566"
North Dakota,"6 - June 4-9, 2020","57,648","17,999",10.4,3.2,"556,083","561,016"
Ohio,"6 - June 4-9, 2020","756,473","239,978",8.7,2.8,"8,660,221","8,822,539"
Oklahoma,"6 - June 4-9, 2020","323,893","66,400",11.5,2.3,"2,817,496","2,916,436"
Oregon,"6 - June 4-9, 2020","302,530","61,306",9.3,1.9,"3,237,866","3,302,727"
Pennsylvania,"6 - June 4-9, 2020","761,636","202,369",8,2.1,"9,544,780","9,776,154"
Rhode Island,"6 - June 4-9, 2020","44,041","15,120",5.6,1.9,"789,262","817,559"
South Carolina,"6 - June 4-9, 2020","428,030","91,038",11.2,2.4,"3,815,403","3,969,123"
South Dakota,"6 - June 4-9, 2020","37,095","12,264",5.9,1.9,"632,915","642,658"
Tennessee,"6 - June 4-9, 2020","780,316","132,897",15.2,2.6,"5,127,144","5,221,475"
Texas,"6 - June 4-9, 2020","2,946,231","431,414",14.2,2.1,"20,818,344","21,356,906"
Utah,"6 - June 4-9, 2020","132,645","37,163",5.9,1.7,"2,234,341","2,281,207"
Vermont,"6 - June 4-9, 2020","28,276","12,317",6,2.6,"473,529","485,485"
Virginia,"6 - June 4-9, 2020","557,714","194,229",8.8,3.1,"6,348,556","6,472,737"
Washington,"6 - June 4-9, 2020","488,204","132,386",8.4,2.3,"5,779,639","5,890,357"
West Virginia,"6 - June 4-9, 2020","271,058","69,126",20.2,5.2,"1,342,584","1,379,576"
Wisconsin,"6 - June 4-9, 2020","253,271","69,749",5.8,1.6,"4,373,931","4,438,719"
Wyoming,"6 - June 4-9, 2020","27,970","9,989",6.5,2.3,"430,057","433,400"
Alabama,"5 - May 28-June 2, 2020","442,695","86,462",12.2,2.4,"3,639,208","3,717,378"
Alaska,"5 - May 28-June 2, 2020","35,179","11,355",6.8,2.2,"515,465","524,925"
Arizona,"5 - May 28-June 2, 2020","582,922","88,591",10.7,1.6,"5,470,740","5,597,268"
Arkansas,"5 - May 28-June 2, 2020","235,495","51,267",10.7,2.3,"2,193,059","2,246,527"
California,"5 - May 28-June 2, 2020","3,310,359","469,526",11.5,1.6,"28,890,082","29,939,021"
Colorado,"5 - May 28-June 2, 2020","253,176","55,271",5.8,1.3,"4,370,640","4,454,718"
Connecticut,"5 - May 28-June 2, 2020","256,692","62,714",9.7,2.4,"2,659,600","2,732,423"
Delaware,"5 - May 28-June 2, 2020","75,288","17,846",10.2,2.4,"739,616","754,637"
District of Columbia,"5 - May 28-June 2, 2020","55,076","18,469",10.3,3.5,"532,792","542,635"
Florida,"5 - May 28-June 2, 2020","2,506,937","269,850",15.1,1.7,"16,617,091","17,085,385"
Georgia,"5 - May 28-June 2, 2020","982,692","197,606",12.7,2.5,"7,730,145","7,955,983"
Hawaii,"5 - May 28-June 2, 2020","81,733","25,580",7.8,2.4,"1,052,676","1,073,229"
Idaho,"5 - May 28-June 2, 2020","123,464","26,594",9.4,2,"1,316,422","1,343,198"
Illinois,"5 - May 28-June 2, 2020","846,111","182,929",9.2,2,"9,210,161","9,546,424"
Indiana,"5 - May 28-June 2, 2020","635,023","103,040",13,2.1,"4,893,832","5,015,550"
Iowa,"5 - May 28-June 2, 2020","157,784","35,509",6.8,1.5,"2,310,663","2,342,905"
Kansas,"5 - May 28-June 2, 2020","151,068","33,394",7.2,1.6,"2,089,568","2,140,957"
Kentucky,"5 - May 28-June 2, 2020","476,725","93,122",14.5,2.8,"3,295,474","3,344,102"
Louisiana,"5 - May 28-June 2, 2020","468,705","78,663",14.1,2.4,"3,329,019","3,431,432"
Maine,"5 - May 28-June 2, 2020","52,386","19,142",5,1.8,"1,046,010","1,065,620"
Maryland,"5 - May 28-June 2, 2020","414,901","83,018",9.3,1.9,"4,443,917","4,586,920"
Massachusetts,"5 - May 28-June 2, 2020","349,724","86,096",6.8,1.7,"5,132,717","5,324,065"
Michigan,"5 - May 28-June 2, 2020","883,641","168,212",11.7,2.2,"7,526,724","7,644,458"
Minnesota,"5 - May 28-June 2, 2020","210,239","54,863",5,1.3,"4,193,691","4,241,624"
Mississippi,"5 - May 28-June 2, 2020","443,081","76,477",21,3.5,"2,113,459","2,189,670"
Missouri,"5 - May 28-June 2, 2020","336,359","91,921",7.4,2,"4,536,372","4,617,880"
Montana,"5 - May 28-June 2, 2020","49,896","16,256",6.2,2,"809,221","822,204"
Nebraska,"5 - May 28-June 2, 2020","115,638","29,665",8.3,2.1,"1,395,724","1,418,191"
Nevada,"5 - May 28-June 2, 2020","198,384","53,806",8.6,2.3,"2,317,569","2,399,457"
New Hampshire,"5 - May 28-June 2, 2020","70,144","19,794",6.7,1.9,"1,045,332","1,073,014"
New Jersey,"5 - May 28-June 2, 2020","666,152","135,809",10.2,2,"6,562,237","6,776,822"
New Mexico,"5 - May 28-June 2, 2020","188,732","38,932",12.3,2.5,"1,534,695","1,589,574"
New York,"5 - May 28-June 2, 2020","1,580,691","391,495",11,2.7,"14,402,961","14,847,080"
North Carolina,"5 - May 28-June 2, 2020","842,512","172,700",10.7,2.2,"7,895,322","8,017,566"
North Dakota,"5 - May 28-June 2, 2020","35,286","9,568",6.4,1.8,"550,739","561,016"
Ohio,"5 - May 28-June 2, 2020","898,590","220,282",10.4,2.5,"8,614,625","8,822,539"
Oklahoma,"5 - May 28-June 2, 2020","432,345","78,191",15.3,2.8,"2,818,029","2,916,436"
Oregon,"5 - May 28-June 2, 2020","250,320","57,824",7.7,1.8,"3,238,596","3,302,727"
Pennsylvania,"5 - May 28-June 2, 2020","685,990","158,407",7.2,1.7,"9,500,485","9,776,154"
Rhode Island,"5 - May 28-June 2, 2020","70,115","14,780",8.8,1.9,"798,601","817,559"
South Carolina,"5 - May 28-June 2, 2020","433,214","84,738",11.3,2.2,"3,821,626","3,969,123"
South Dakota,"5 - May 28-June 2, 2020","56,042","17,784",8.9,2.8,"628,156","642,658"
Tennessee,"5 - May 28-June 2, 2020","523,402","97,479",10.2,1.9,"5,125,943","5,221,475"
Texas,"5 - May 28-June 2, 2020","2,685,300","406,252",12.9,2,"20,816,937","21,356,906"
Utah,"5 - May 28-June 2, 2020","184,450","45,408",8.3,2,"2,233,285","2,281,207"
Vermont,"5 - May 28-June 2, 2020","30,718","13,288",6.4,2.8,"479,189","485,485"
Virginia,"5 - May 28-June 2, 2020","457,054","98,095",7.2,1.5,"6,354,480","6,472,737"
Washington,"5 - May 28-June 2, 2020","559,487","126,190",9.6,2.2,"5,823,453","5,890,357"
West Virginia,"5 - May 28-June 2, 2020","166,254","38,514",12.4,2.8,"1,343,831","1,379,576"
Wisconsin,"5 - May 28-June 2, 2020","325,041","111,176",7.5,2.6,"4,328,668","4,438,719"
Wyoming,"5 - May 28-June 2, 2020","39,230","10,866",9.2,2.5,"426,962","433,400"
Alabama,"4 - May 21-26, 2020","371,744","84,560",10.2,2.4,"3,634,254","3,717,378"
Alaska,"4 - May 21-26, 2020","45,185","11,744",8.8,2.3,"512,266","524,925"
Arizona,"4 - May 21-26, 2020","490,070","111,367",8.9,2,"5,491,884","5,597,268"
Arkansas,"4 - May 21-26, 2020","171,406","37,093",7.9,1.7,"2,162,474","2,246,527"
California,"4 - May 21-26, 2020","3,018,935","550,102",10.4,1.9,"29,138,912","29,939,021"
Colorado,"4 - May 21-26, 2020","376,696","107,897",8.6,2.5,"4,379,842","4,454,718"
Connecticut,"4 - May 21-26, 2020","243,257","57,803",9.1,2.2,"2,668,352","2,732,423"
Delaware,"4 - May 21-26, 2020","69,958","19,467",9.6,2.6,"728,443","754,637"
District of Columbia,"4 - May 21-26, 2020","53,583","12,723",10.1,2.4,"531,542","542,635"
Florida,"4 - May 21-26, 2020","2,196,108","401,465",13.3,2.4,"16,505,964","17,085,385"
Georgia,"4 - May 21-26, 2020","797,333","146,402",10.5,1.9,"7,588,249","7,955,983"
Hawaii,"4 - May 21-26, 2020","92,838","25,145",8.8,2.4,"1,051,298","1,073,229"
Idaho,"4 - May 21-26, 2020","58,706","15,837",4.5,1.2,"1,318,645","1,343,198"
Illinois,"4 - May 21-26, 2020","775,689","154,801",8.4,1.7,"9,203,726","9,546,424"
Indiana,"4 - May 21-26, 2020","530,954","109,372",10.8,2.2,"4,917,242","5,015,550"
Iowa,"4 - May 21-26, 2020","134,658","35,695",5.8,1.6,"2,310,251","2,342,905"
Kansas,"4 - May 21-26, 2020","164,541","37,779",7.8,1.8,"2,105,922","2,140,957"
Kentucky,"4 - May 21-26, 2020","339,036","98,975",10.3,3,"3,284,580","3,344,102"
Louisiana,"4 - May 21-26, 2020","608,205","79,041",18.4,2.3,"3,314,180","3,431,432"
Maine,"4 - May 21-26, 2020","45,218","14,539",4.3,1.4,"1,045,331","1,065,620"
Maryland,"4 - May 21-26, 2020","358,309","73,118",8.2,1.7,"4,393,056","4,586,920"
Massachusetts,"4 - May 21-26, 2020","351,125","90,683",6.8,1.8,"5,167,543","5,324,065"
Michigan,"4 - May 21-26, 2020","702,809","157,761",9.5,2.1,"7,403,976","7,644,458"
Minnesota,"4 - May 21-26, 2020","279,796","85,083",6.8,2.1,"4,113,791","4,241,624"
Mississippi,"4 - May 21-26, 2020","404,649","79,571",19.3,3.7,"2,093,533","2,189,670"
Missouri,"4 - May 21-26, 2020","453,201","106,867",10.1,2.4,"4,504,826","4,617,880"
Montana,"4 - May 21-26, 2020","58,218","18,825",7.2,2.3,"810,552","822,204"
Nebraska,"4 - May 21-26, 2020","93,636","28,895",6.7,2.1,"1,396,170","1,418,191"
Nevada,"4 - May 21-26, 2020","185,302","41,852",7.9,1.8,"2,340,951","2,399,457"
New Hampshire,"4 - May 21-26, 2020","48,378","15,502",4.6,1.5,"1,048,548","1,073,014"
New Jersey,"4 - May 21-26, 2020","626,036","151,115",9.6,2.3,"6,499,371","6,776,822"
New Mexico,"4 - May 21-26, 2020","113,947","34,770",7.5,2.3,"1,523,429","1,589,574"
New York,"4 - May 21-26, 2020","1,370,197","328,476",9.4,2.3,"14,534,964","14,847,080"
North Carolina,"4 - May 21-26, 2020","969,863","189,471",12.3,2.4,"7,915,357","8,017,566"
North Dakota,"4 - May 21-26, 2020","37,266","13,309",6.8,2.4,"547,609","561,016"
Ohio,"4 - May 21-26, 2020","768,088","143,367",8.9,1.7,"8,609,331","8,822,539"
Oklahoma,"4 - May 21-26, 2020","311,090","52,990",10.9,1.9,"2,863,063","2,916,436"
