"Housing Insecurity (Missed Payment and Low Confidence), Household Pulse Survey","","","","","","",""
"Adults in households who are not current on rent or mortgage payments and who have slight or no confidence that their household can pay next month's rent or mortgage on time","","","","","","",""
"","","Total Housing Insecurity (Missed Payment and Low Confidence)","","Percent Housing Insecurity (Missed Payment and Low Confidence)","","",""
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","24 - February 3-15, 2021","175103","70018","7.4","2.9","2352056","4,769,421"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","24 - February 3-15, 2021","633154","203365","7.9","2.5","7996671","14,316,577"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","24 - February 3-15, 2021","319523","91118","11.9","3.3","2687327","4,772,041"
"Phoenix-Mesa-Chandler, AZ Metro Area","24 - February 3-15, 2021","155527","62056","7.3","2.8","2141696","3,672,972"
"Riverside-San Bernardino-Ontario, CA Metro Area","24 - February 3-15, 2021","131477","59316","5.2","2.3","2552503","4,110,262"
"San Francisco-Oakland-Berkeley, CA Metro Area","24 - February 3-15, 2021","131823","73305","6.3","3.3","2091018","3,475,862"
"Seattle-Tacoma-Bellevue, WA Metro Area","24 - February 3-15, 2021","102535","36430","4.6","1.6","2232177","3,352,574"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","24 - February 3-15, 2021","185514","55067","6.5","1.9","2839274","4,602,193"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","23 - January 20 - February 1, 2021","322135","104160","11.1","3.5","2910623","4,850,495"
"Boston-Cambridge-Newton, MA-NH Metro Area","23 - January 20 - February 1, 2021","134032","38288","5.9","1.7","2273342","3,690,199"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","23 - January 20 - February 1, 2021","328164","141484","8","3.4","4093588","7,201,239"
"Dallas-Fort Worth-Arlington, TX Metro Area","23 - January 20 - February 1, 2021","211197","63819","6.6","1.9","3193393","6,160,060"
"Detroit-Warren-Dearborn, MI Metro Area","23 - January 20 - February 1, 2021","107913","52103","6.2","3","1744366","3,474,215"
"Houston-The Woodlands-Sugar Land, TX Metro Area","23 - January 20 - February 1, 2021","450403","171377","16.4","5.5","2754539","5,409,870"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","23 - January 20 - February 1, 2021","493224","128927","7.2","1.9","6820448","10,645,794"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","23 - January 20 - February 1, 2021","247329","93483","8.9","3.1","2768269","5,069,369"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","23 - January 20 - February 1, 2021","876365","229418","10.7","2.7","8152954","13,981,331"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","23 - January 20 - February 1, 2021","266489","100529","9.2","3.1","2900463","5,188,005"
"Phoenix-Mesa-Chandler, AZ Metro Area","23 - January 20 - February 1, 2021","155775","45889","6.8","2","2305323","3,944,788"
"Riverside-San Bernardino-Ontario, CA Metro Area","23 - January 20 - February 1, 2021","225034","83500","10","3.5","2245351","3,914,053"
"San Francisco-Oakland-Berkeley, CA Metro Area","23 - January 20 - February 1, 2021","115861","47681","4.9","2","2350240","3,586,158"
"Seattle-Tacoma-Bellevue, WA Metro Area","23 - January 20 - February 1, 2021","128539","48281","5.7","2.1","2246652","3,317,376"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","23 - January 20 - February 1, 2021","163179","36302","5.3","1.1","3068685","4,614,277"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","22 - January 6-18, 2021","184183","72036","7","2.6","2630357","4,578,893"
"Boston-Cambridge-Newton, MA-NH Metro Area","22 - January 6-18, 2021","144910","44547","6.3","1.8","2294787","3,948,453"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","22 - January 6-18, 2021","388445","143960","9.8","3.4","3978411","7,062,639"
"Dallas-Fort Worth-Arlington, TX Metro Area","22 - January 6-18, 2021","481589","222162","12.8","5.4","3757789","6,343,859"
"Detroit-Warren-Dearborn, MI Metro Area","22 - January 6-18, 2021","220299","96388","13.6","5.3","1623656","3,577,054"
"Houston-The Woodlands-Sugar Land, TX Metro Area","22 - January 6-18, 2021","285043","121056","10.6","3.9","2700029","5,385,466"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","22 - January 6-18, 2021","701768","206565","10.9","3","6466874","10,725,859"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","22 - January 6-18, 2021","261659","148745","11.1","5.8","2348482","5,104,399"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","22 - January 6-18, 2021","1315756","288753","17.2","3.2","7662920","13,627,974"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","22 - January 6-18, 2021","219496","65955","7.7","2.4","2854940","5,380,522"
"Phoenix-Mesa-Chandler, AZ Metro Area","22 - January 6-18, 2021","145971","51366","6.2","2.1","2372604","3,744,252"
"Riverside-San Bernardino-Ontario, CA Metro Area","22 - January 6-18, 2021","241787","96253","10.1","3.9","2382959","4,144,410"
"San Francisco-Oakland-Berkeley, CA Metro Area","22 - January 6-18, 2021","201285","141039","9","5.8","2247490","3,487,665"
"Seattle-Tacoma-Bellevue, WA Metro Area","22 - January 6-18, 2021","106210","37594","5.1","1.8","2076258","3,126,826"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","22 - January 6-18, 2021","165013","49957","5.8","1.7","2837382","4,573,565"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","21 - December 9-21, 2020","326783","111209","11.2","3.6","2927636","4,712,045"
"Boston-Cambridge-Newton, MA-NH Metro Area","21 - December 9-21, 2020","122443","48105","5.2","2","2371171","3,800,302"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","21 - December 9-21, 2020","426770","127236","9.7","2.8","4381573","7,228,135"
"Dallas-Fort Worth-Arlington, TX Metro Area","21 - December 9-21, 2020","268032","82662","7.7","2.3","3484575","6,066,630"
"Detroit-Warren-Dearborn, MI Metro Area","21 - December 9-21, 2020","172764","80372","10.2","4.6","1696166","3,389,119"
"Houston-The Woodlands-Sugar Land, TX Metro Area","21 - December 9-21, 2020","401170","131032","14.4","4.3","2790636","5,322,294"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","21 - December 9-21, 2020","789182","243030","13.2","3.4","5974942","9,796,288"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","21 - December 9-21, 2020","317125","127698","13.2","4.7","2404906","4,377,457"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","21 - December 9-21, 2020","1017561","255147","12.6","3.1","8080655","14,491,636"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","21 - December 9-21, 2020","200807","76935","7.7","2.8","2603729","4,655,042"
"Phoenix-Mesa-Chandler, AZ Metro Area","21 - December 9-21, 2020","238532","112366","10.4","4.5","2290123","3,712,390"
"Riverside-San Bernardino-Ontario, CA Metro Area","21 - December 9-21, 2020","331823","142900","13.5","4.9","2454807","4,384,992"
"San Francisco-Oakland-Berkeley, CA Metro Area","21 - December 9-21, 2020","200854","105161","9","4.3","2227491","3,507,256"
"Seattle-Tacoma-Bellevue, WA Metro Area","21 - December 9-21, 2020","89026","28307","4.3","1.3","2055753","3,097,494"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","21 - December 9-21, 2020","228305","68009","7.3","2.1","3133989","4,786,240"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","20 - November 25 - December 7, 2020","298103","118413","10.7","4.1","2778021","4,922,151"
"Boston-Cambridge-Newton, MA-NH Metro Area","20 - November 25 - December 7, 2020","216120","84547","9.9","3.7","2184041","3,669,285"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","20 - November 25 - December 7, 2020","414528","126101","9.7","3","4258114","7,145,198"
"Dallas-Fort Worth-Arlington, TX Metro Area","20 - November 25 - December 7, 2020","323567","133672","9.3","3.4","3473369","5,977,468"
"Detroit-Warren-Dearborn, MI Metro Area","20 - November 25 - December 7, 2020","119209","32556","6.5","1.7","1832441","3,490,116"
"Houston-The Woodlands-Sugar Land, TX Metro Area","20 - November 25 - December 7, 2020","455349","138078","16.1","4.4","2820326","5,407,948"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","20 - November 25 - December 7, 2020","514753","161916","8.1","2.4","6320601","9,960,688"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","20 - November 25 - December 7, 2020","444146","210314","18","7.5","2468498","4,748,829"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","20 - November 25 - December 7, 2020","841797","198730","10.7","2.5","7872657","14,197,893"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","20 - November 25 - December 7, 2020","318719","97080","11.7","3.4","2719419","4,783,080"
"Phoenix-Mesa-Chandler, AZ Metro Area","20 - November 25 - December 7, 2020","186257","68019","8.2","2.9","2278234","3,831,331"
"Riverside-San Bernardino-Ontario, CA Metro Area","20 - November 25 - December 7, 2020","250697","104563","10.9","4.3","2296328","4,635,466"
"San Francisco-Oakland-Berkeley, CA Metro Area","20 - November 25 - December 7, 2020","168616","85755","7.7","3.6","2181012","3,586,275"
"Seattle-Tacoma-Bellevue, WA Metro Area","20 - November 25 - December 7, 2020","95173","34908","4.1","1.5","2339226","3,375,339"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","20 - November 25 - December 7, 2020","203531","64780","6.5","2.1","3153836","4,785,379"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","19 - November 11-23, 2020","185950","68018","7.1","2.5","2602737","4,584,842"
"Boston-Cambridge-Newton, MA-NH Metro Area","19 - November 11-23, 2020","137823","42545","6.3","1.8","2202534","3,691,735"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","19 - November 11-23, 2020","331395","79101","8.5","2","3909132","7,067,650"
"Dallas-Fort Worth-Arlington, TX Metro Area","19 - November 11-23, 2020","352635","165487","11.3","4.8","3120574","5,576,631"
"Detroit-Warren-Dearborn, MI Metro Area","19 - November 11-23, 2020","134686","61305","7.1","3.1","1907209","3,619,572"
"Houston-The Woodlands-Sugar Land, TX Metro Area","19 - November 11-23, 2020","435872","114917","15","4","2901182","5,681,929"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","19 - November 11-23, 2020","481595","211102","7.7","3.1","6226594","10,752,015"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","19 - November 11-23, 2020","252989","124806","11.4","5.1","2217131","4,566,742"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","19 - November 11-23, 2020","816990","180312","11.4","2.4","7138874","12,984,251"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","19 - November 11-23, 2020","310515","111330","11.1","3.7","2809375","5,256,435"
"Phoenix-Mesa-Chandler, AZ Metro Area","19 - November 11-23, 2020","110740","46176","4.6","2","2411091","3,863,606"
"Riverside-San Bernardino-Ontario, CA Metro Area","19 - November 11-23, 2020","144108","58305","6.1","2.4","2356786","4,165,709"
"San Francisco-Oakland-Berkeley, CA Metro Area","19 - November 11-23, 2020","126576","112021","5.9","4.9","2153910","3,331,598"
"Seattle-Tacoma-Bellevue, WA Metro Area","19 - November 11-23, 2020","100487","30878","5","1.5","1992715","3,043,918"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","19 - November 11-23, 2020","179960","42761","6.5","1.5","2787175","4,530,383"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","18 - October 28 - November 9, 2020","278153","77682","9.4","2.6","2951784","4,640,759"
"Boston-Cambridge-Newton, MA-NH Metro Area","18 - October 28 - November 9, 2020","83604","32152","3.7","1.4","2265150","3,943,591"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","18 - October 28 - November 9, 2020","231574","84014","5.8","2.1","3959096","7,041,968"
"Dallas-Fort Worth-Arlington, TX Metro Area","18 - October 28 - November 9, 2020","275313","100126","8.9","3.1","3084622","5,762,069"
"Detroit-Warren-Dearborn, MI Metro Area","18 - October 28 - November 9, 2020","111516","47968","5.9","2.4","1884027","3,382,958"
"Houston-The Woodlands-Sugar Land, TX Metro Area","18 - October 28 - November 9, 2020","520944","255251","15.7","6.8","3321935","5,683,370"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","18 - October 28 - November 9, 2020","332788","150293","6","2.6","5553200","10,226,361"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","18 - October 28 - November 9, 2020","131133","53515","6.2","2.4","2130408","4,448,759"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","18 - October 28 - November 9, 2020","1306843","404317","16.3","4.9","8011870","13,851,202"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","18 - October 28 - November 9, 2020","274060","102629","9.8","3.4","2797381","5,326,487"
"Phoenix-Mesa-Chandler, AZ Metro Area","18 - October 28 - November 9, 2020","270281","113787","11.6","4.6","2324967","3,975,500"
"Riverside-San Bernardino-Ontario, CA Metro Area","18 - October 28 - November 9, 2020","169032","82555","7.8","3.5","2176441","3,613,476"
"San Francisco-Oakland-Berkeley, CA Metro Area","18 - October 28 - November 9, 2020","75974","67631","4","3.4","1913465","3,288,933"
"Seattle-Tacoma-Bellevue, WA Metro Area","18 - October 28 - November 9, 2020","100627","40612","4.3","1.7","2317246","3,266,547"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","18 - October 28 - November 9, 2020","185625","50490","6.3","1.7","2951457","4,598,379"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","17 - October 14-26, 2020","186072","59107","7","2.2","2656624","4,616,968"
"Boston-Cambridge-Newton, MA-NH Metro Area","17 - October 14-26, 2020","116789","36851","5.2","1.7","2247714","3,659,039"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","17 - October 14-26, 2020","302689","102584","7.5","2.4","4048809","7,128,179"
"Dallas-Fort Worth-Arlington, TX Metro Area","17 - October 14-26, 2020","280921","103247","8.7","3.2","3239850","6,098,701"
"Detroit-Warren-Dearborn, MI Metro Area","17 - October 14-26, 2020","108237","38053","6.5","2.2","1676958","3,433,618"
"Houston-The Woodlands-Sugar Land, TX Metro Area","17 - October 14-26, 2020","354895","126550","11.9","3.9","2983243","5,306,207"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","17 - October 14-26, 2020","539750","154227","8.8","2.4","6110819","10,468,259"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","17 - October 14-26, 2020","319286","128427","12.6","4.3","2538201","4,839,099"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","17 - October 14-26, 2020","665714","143847","7.9","1.7","8386343","14,323,678"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","17 - October 14-26, 2020","103805","39169","3.9","1.4","2639982","4,707,033"
"Phoenix-Mesa-Chandler, AZ Metro Area","17 - October 14-26, 2020","105403","32876","4.5","1.4","2333906","3,838,985"
"Riverside-San Bernardino-Ontario, CA Metro Area","17 - October 14-26, 2020","186403","71553","7.7","2.8","2413590","4,278,369"
"San Francisco-Oakland-Berkeley, CA Metro Area","17 - October 14-26, 2020","77092","28703","3.4","1.2","2283637","3,512,556"
"Seattle-Tacoma-Bellevue, WA Metro Area","17 - October 14-26, 2020","96303","36354","4.5","1.7","2141165","3,135,725"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","17 - October 14-26, 2020","197485","76264","6.5","2.4","3031676","4,672,763"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","16 - September 30 - October 12, 2020","404831","128914","14.2","4.2","2854700","4,725,488"
"Boston-Cambridge-Newton, MA-NH Metro Area","16 - September 30 - October 12, 2020","113744","38534","5","1.6","2293225","3,675,801"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","16 - September 30 - October 12, 2020","354808","100009","8.5","2.4","4161305","7,289,444"
"Dallas-Fort Worth-Arlington, TX Metro Area","16 - September 30 - October 12, 2020","139416","48315","4.2","1.4","3319547","5,710,355"
"Detroit-Warren-Dearborn, MI Metro Area","16 - September 30 - October 12, 2020","206781","96718","10.8","4.7","1921994","3,497,768"
"Houston-The Woodlands-Sugar Land, TX Metro Area","16 - September 30 - October 12, 2020","159844","57889","5.8","1.9","2775004","5,145,255"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","16 - September 30 - October 12, 2020","605163","220820","9.7","3.4","6259978","10,169,490"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","16 - September 30 - October 12, 2020","323819","128840","13.3","4.8","2426714","4,715,088"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","16 - September 30 - October 12, 2020","655472","138655","8.3","1.7","7888305","13,775,028"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","16 - September 30 - October 12, 2020","221708","72998","8.1","2.4","2738816","4,615,359"
"Phoenix-Mesa-Chandler, AZ Metro Area","16 - September 30 - October 12, 2020","146015","53314","6.1","2.1","2408979","3,878,159"
"Riverside-San Bernardino-Ontario, CA Metro Area","16 - September 30 - October 12, 2020","175865","52535","7.2","2.1","2455640","4,213,706"
"San Francisco-Oakland-Berkeley, CA Metro Area","16 - September 30 - October 12, 2020","60689","28738","2.7","1.3","2224865","3,482,785"
"Seattle-Tacoma-Bellevue, WA Metro Area","16 - September 30 - October 12, 2020","89993","30200","4.1","1.3","2201918","3,256,957"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","16 - September 30 - October 12, 2020","206432","53785","6.7","1.6","3093583","4,663,752"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","15 - September 16-28, 2020","237787","66333","8.4","2.3","2814054","4,493,900"
"Boston-Cambridge-Newton, MA-NH Metro Area","15 - September 16-28, 2020","123503","40500","5.3","1.7","2347786","3,767,937"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","15 - September 16-28, 2020","303774","98764","7.6","2.4","4013069","6,723,068"
"Dallas-Fort Worth-Arlington, TX Metro Area","15 - September 16-28, 2020","195023","68402","5.8","1.8","3341349","5,686,092"
"Detroit-Warren-Dearborn, MI Metro Area","15 - September 16-28, 2020","96744","29573","5.1","1.6","1905306","3,530,633"
"Houston-The Woodlands-Sugar Land, TX Metro Area","15 - September 16-28, 2020","333036","136568","10.1","3.8","3298587","5,443,560"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","15 - September 16-28, 2020","539526","164476","7.7","2.4","6998754","10,135,334"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","15 - September 16-28, 2020","223940","78390","8.6","3","2608021","4,707,384"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","15 - September 16-28, 2020","776421","242263","9.8","3.1","7913750","14,043,058"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","15 - September 16-28, 2020","145368","56142","5.2","2","2771569","4,955,297"
"Phoenix-Mesa-Chandler, AZ Metro Area","15 - September 16-28, 2020","118427","41798","4.9","1.7","2425934","3,833,214"
"Riverside-San Bernardino-Ontario, CA Metro Area","15 - September 16-28, 2020","175733","72661","8","3.2","2195878","3,807,700"
"San Francisco-Oakland-Berkeley, CA Metro Area","15 - September 16-28, 2020","103888","72702","4.6","3","2250679","3,399,258"
"Seattle-Tacoma-Bellevue, WA Metro Area","15 - September 16-28, 2020","68518","23684","3.1","1","2200751","3,104,420"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","15 - September 16-28, 2020","211089","66735","7","2.2","3033417","4,476,206"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","14 - September 2-14, 2020","238705","73724","8.6","2.5","2769353","4,583,787"
"Boston-Cambridge-Newton, MA-NH Metro Area","14 - September 2-14, 2020","159236","49338","6.7","2","2375429","3,846,519"
