State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Virgin Islands,2018,201806,Substance use disorder,Inpatient,18,0.7,
Virgin Islands,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201806,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201806,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201807,Mental health disorder,Emergency department,13,0.5,
Virgin Islands,2018,201807,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201807,Mental health disorder,Outpatient,125,4.9,
Virgin Islands,2018,201807,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201807,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201807,Substance use disorder,Inpatient,14,0.5,
Virgin Islands,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201807,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201807,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201808,Mental health disorder,Emergency department,14,0.5,
Virgin Islands,2018,201808,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201808,Mental health disorder,Outpatient,205,7.9,
Virgin Islands,2018,201808,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201808,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201808,Substance use disorder,Inpatient,11,0.4,
Virgin Islands,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,18,0.7,
Virgin Islands,2018,201808,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201808,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201809,Mental health disorder,Emergency department,13,0.5,
Virgin Islands,2018,201809,Mental health disorder,Inpatient,11,0.4,
Virgin Islands,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201809,Mental health disorder,Outpatient,175,6.7,
Virgin Islands,2018,201809,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201809,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201809,Substance use disorder,Inpatient,DS,DS,
Virgin Islands,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201809,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201809,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201810,Mental health disorder,Emergency department,17,0.6,
Virgin Islands,2018,201810,Mental health disorder,Inpatient,15,0.6,
Virgin Islands,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201810,Mental health disorder,Outpatient,175,6.6,
Virgin Islands,2018,201810,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201810,Substance use disorder,Emergency department,13,0.5,
Virgin Islands,2018,201810,Substance use disorder,Inpatient,12,0.5,
Virgin Islands,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,11,0.4,
Virgin Islands,2018,201810,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201810,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201811,Mental health disorder,Emergency department,23,0.9,
Virgin Islands,2018,201811,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201811,Mental health disorder,Outpatient,191,7.1,
Virgin Islands,2018,201811,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201811,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201811,Substance use disorder,Inpatient,DS,DS,
Virgin Islands,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,19,0.7,
Virgin Islands,2018,201811,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201811,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201812,Mental health disorder,Emergency department,20,0.7,
Virgin Islands,2018,201812,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201812,Mental health disorder,Outpatient,220,8.1,
Virgin Islands,2018,201812,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201812,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201812,Substance use disorder,Inpatient,DS,DS,
Virgin Islands,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201812,Substance use disorder,Outpatient,11,0.4,
Virgin Islands,2018,201812,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201901,Mental health disorder,Emergency department,28,1,
Virgin Islands,2019,201901,Mental health disorder,Inpatient,12,0.4,
Virgin Islands,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201901,Mental health disorder,Outpatient,244,8.8,
Virgin Islands,2019,201901,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201901,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2019,201901,Substance use disorder,Inpatient,19,0.7,
Virgin Islands,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,17,0.6,
Virgin Islands,2019,201901,Substance use disorder,Outpatient,11,0.4,
Virgin Islands,2019,201901,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201902,Mental health disorder,Emergency department,18,0.6,
Virgin Islands,2019,201902,Mental health disorder,Inpatient,11,0.4,
Virgin Islands,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201902,Mental health disorder,Outpatient,262,9.3,
Virgin Islands,2019,201902,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201902,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2019,201902,Substance use disorder,Inpatient,19,0.7,
Virgin Islands,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,16,0.6,
Virgin Islands,2019,201902,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2019,201902,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201903,Mental health disorder,Emergency department,21,0.7,
Virgin Islands,2019,201903,Mental health disorder,Inpatient,12,0.4,
Virgin Islands,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201903,Mental health disorder,Outpatient,270,9.4,
Virgin Islands,2019,201903,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201903,Substance use disorder,Emergency department,14,0.5,
Virgin Islands,2019,201903,Substance use disorder,Inpatient,17,0.6,
Virgin Islands,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,18,0.6,
Virgin Islands,2019,201903,Substance use disorder,Outpatient,13,0.5,
Virgin Islands,2019,201903,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201904,Mental health disorder,Emergency department,20,0.7,
Virgin Islands,2019,201904,Mental health disorder,Inpatient,14,0.5,
Virgin Islands,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201904,Mental health disorder,Outpatient,289,10,
Virgin Islands,2019,201904,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201904,Substance use disorder,Emergency department,15,0.5,
Virgin Islands,2019,201904,Substance use disorder,Inpatient,13,0.5,
Virgin Islands,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,22,0.8,
Virgin Islands,2019,201904,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2019,201904,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201905,Mental health disorder,Emergency department,22,0.8,
Virgin Islands,2019,201905,Mental health disorder,Inpatient,15,0.5,
Virgin Islands,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201905,Mental health disorder,Outpatient,279,9.6,
Virgin Islands,2019,201905,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201905,Substance use disorder,Emergency department,14,0.5,
Virgin Islands,2019,201905,Substance use disorder,Inpatient,12,0.4,
Virgin Islands,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,20,0.7,
Virgin Islands,2019,201905,Substance use disorder,Outpatient,11,0.4,
Virgin Islands,2019,201905,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201906,Mental health disorder,Emergency department,25,0.8,
Virgin Islands,2019,201906,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201906,Mental health disorder,Outpatient,315,10.7,
Virgin Islands,2019,201906,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201906,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2019,201906,Substance use disorder,Inpatient,13,0.4,
Virgin Islands,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,14,0.5,
Virgin Islands,2019,201906,Substance use disorder,Outpatient,12,0.4,
Virgin Islands,2019,201906,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201907,Mental health disorder,Emergency department,23,0.8,
Virgin Islands,2019,201907,Mental health disorder,Inpatient,12,0.4,
Virgin Islands,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201907,Mental health disorder,Outpatient,359,12,
Virgin Islands,2019,201907,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201907,Substance use disorder,Emergency department,13,0.4,
Virgin Islands,2019,201907,Substance use disorder,Inpatient,18,0.6,
Virgin Islands,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,22,0.7,
Virgin Islands,2019,201907,Substance use disorder,Outpatient,11,0.4,
Virgin Islands,2019,201907,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201908,Mental health disorder,Emergency department,23,0.8,
Virgin Islands,2019,201908,Mental health disorder,Inpatient,16,0.5,
Virgin Islands,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201908,Mental health disorder,Outpatient,336,11.2,
Virgin Islands,2019,201908,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201908,Substance use disorder,Emergency department,16,0.5,
Virgin Islands,2019,201908,Substance use disorder,Inpatient,16,0.5,
Virgin Islands,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,21,0.7,
Virgin Islands,2019,201908,Substance use disorder,Outpatient,13,0.4,
Virgin Islands,2019,201908,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201909,Mental health disorder,Emergency department,21,0.7,
Virgin Islands,2019,201909,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201909,Mental health disorder,Outpatient,284,9.4,
Virgin Islands,2019,201909,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201909,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2019,201909,Substance use disorder,Inpatient,14,0.5,
Virgin Islands,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,18,0.6,
Virgin Islands,2019,201909,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2019,201909,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201910,Mental health disorder,Emergency department,17,0.6,
Virgin Islands,2019,201910,Mental health disorder,Inpatient,12,0.4,
Virgin Islands,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201910,Mental health disorder,Outpatient,392,12.8,
Virgin Islands,2019,201910,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201910,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2019,201910,Substance use disorder,Inpatient,15,0.5,
Virgin Islands,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,18,0.6,
Virgin Islands,2019,201910,Substance use disorder,Outpatient,15,0.5,
Virgin Islands,2019,201910,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201911,Mental health disorder,Emergency department,36,1.2,
Virgin Islands,2019,201911,Mental health disorder,Inpatient,17,0.6,
Virgin Islands,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201911,Mental health disorder,Outpatient,354,11.5,
Virgin Islands,2019,201911,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201911,Substance use disorder,Emergency department,23,0.7,
Virgin Islands,2019,201911,Substance use disorder,Inpatient,15,0.5,
Virgin Islands,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,23,0.7,
Virgin Islands,2019,201911,Substance use disorder,Outpatient,14,0.5,
Virgin Islands,2019,201911,Substance use disorder,Telehealth,0,0,
Virgin Islands,2019,201912,Mental health disorder,Emergency department,20,0.6,
Virgin Islands,2019,201912,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2019,201912,Mental health disorder,Outpatient,346,11.2,
Virgin Islands,2019,201912,Mental health disorder,Telehealth,0,0,
Virgin Islands,2019,201912,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2019,201912,Substance use disorder,Inpatient,20,0.6,
Virgin Islands,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,27,0.9,
Virgin Islands,2019,201912,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2019,201912,Substance use disorder,Telehealth,0,0,
Virgin Islands,2020,202001,Mental health disorder,Emergency department,27,0.9,
Virgin Islands,2020,202001,Mental health disorder,Inpatient,12,0.4,
Virgin Islands,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2020,202001,Mental health disorder,Outpatient,375,12,
Virgin Islands,2020,202001,Mental health disorder,Telehealth,0,0,
Virgin Islands,2020,202001,Substance use disorder,Emergency department,12,0.4,
Virgin Islands,2020,202001,Substance use disorder,Inpatient,22,0.7,
Virgin Islands,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,25,0.8,
Virgin Islands,2020,202001,Substance use disorder,Outpatient,16,0.5,
Virgin Islands,2020,202001,Substance use disorder,Telehealth,0,0,
Virgin Islands,2020,202002,Mental health disorder,Emergency department,32,1,
Virgin Islands,2020,202002,Mental health disorder,Inpatient,13,0.4,
Virgin Islands,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2020,202002,Mental health disorder,Outpatient,404,12.9,
Virgin Islands,2020,202002,Mental health disorder,Telehealth,DS,DS,
Virgin Islands,2020,202002,Substance use disorder,Emergency department,DS,DS,
